FULL,Year,PG,ID,ID2,CAT_ORG,CAT_MOD,FULL.1,Position,Nation,Name,Addy_Clean,Address,Nationality - Katherine Vote,Nationality - Zehra Vote,Nationality - Jessica,Nationality Final,api_result1,api_result2,nationality_api,nationality_ipums,Origin_api,Gender - Katherine Vote,Gender - Zehra Vote,Gender - Jessica,Gender - Final,Gender_api,gender_combined,gender_final,Notes,Arrival / I Record,CORNER,Address2,ST combi,ST Name,ST Name 2,ST Name 3,ST Name 4,ST Name 5,ST Name 6,Last,First,probability1,probability12,if error,if>40,final_api,final_ancestry,country_match,region_match,Final Result,,,
"Italzi Vincenzo, 185 Hester",1898_TrowBusMan,957,960,1898_TrowBusMan_960,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Italzi Vincenzo, 185 Hester",17,,Italzi Vincenzo ,185 Hester  ,185 Hester,Italian,Italian,,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,m,,m,m,m,m,,,N,185,Hester  ,Hester,,,,,,Lodotei,Giuseppe,0.984566954,0.988317301,,,FALSE,German,,,German,,,
"Liguori Salvatore, 356 E 112th",1898_TrowBusMan,958,1170,1898_TrowBusMan_1170,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Liguori Salvatore, 356 E 112th",19,,Liguori Salvatore ,356 E 112th ,356 E 112th,,,Italian,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,m,,m,m,m,m,,,N,356,E 112th ,E,112th,,,,,Lollo,Frank,0.739475421,0.835322354,,FALSE,FALSE,German,,,German,,,
"Lodotei Giuseppe, 234 Elizabeth",1898_TrowBusMan,958,1178,1898_TrowBusMan_1178,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lodotei Giuseppe, 234 Elizabeth",18,,Lodotei Giuseppe ,234 Elizabeth  ,234 Elizabeth,,,Italian,Italian,Italian,Swiss,Italian,Italian,Southern Europe,m,m,,m,m,m,m,,,N,234,Elizabeth  ,Elizabeth,,,,,,Lombardi,Nicola,0.984566954,0.988317301,,,FALSE,German,,,German,,,
"Lollo Frank, 357 Broome",1898_TrowBusMan,958,1186,1898_TrowBusMan_1186,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lollo Frank, 357 Broome",13,,Lollo Frank ,357 Broome  ,357 Broome,,,Italian,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,357,Broome  ,Broome,,,,,,Manfredonio,Serafino,0.823538475,0.833193003,,,FALSE,German,,,German,,,
"Lombardi Nicola, 159 Mott",1898_TrowBusMan,958,1187,1898_TrowBusMan_1187,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lombardi Nicola, 159 Mott",17,,Lombardi Nicola ,159 Mott  ,159 Mott,,,Italian,Italian,Italian,Swiss,Italian,Italian,Southern Europe,f,,f,f,f,f,f,,,N,159,Mott  ,Mott,,,,,,Manzoni,Baidassarre,0.768565098,0.776546353,,,FALSE,German,,,German,,,
"Manfredonio Serafino, 174 Mulberry",1898_TrowBusMan,959,1249,1898_TrowBusMan_1249,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Manfredonio Serafino, 174 Mulberry",22,,Manfredonio Serafino ,174 Mulberry  ,174 Mulberry,,,Italian,Italian,Italian,Portugal,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,174,Mulberry  ,Mulberry,,,,,,Mieheletti,Terese,0.569479688,0.655277231,,FALSE,FALSE,German,,,German,,,
"Manzoni Baidassarre, 110 Chambers",1898_TrowBusMan,959,1251,1898_TrowBusMan_1251,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Manzoni Baidassarre, 110 Chambers",21,,Manzoni Baidassarre ,110 Chambers  ,110 Chambers,,,Italian,Italian,Italian,French,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,110,Chambers  ,Chambers,,,,,,Miserocchi,Felix,0.460086836,0.462551095,,,FALSE,German,,,German,,,
Mieheletti Terese S. 109 W 38th,1898_TrowBusMan,959,1309,1898_TrowBusMan_1309,Restaurants (Marked thus + are oyster saloons.),Restaurant,Mieheletti Terese S. 109 W 38th,21,,Mieheletti Terese S ,109 W 38th ,109 W 38th,,,Italian,Italian,Italian,FI,Italian,Italian,Southern Europe,f,,m,m,f,undecided,m,,,N,109,W 38th ,W,38th,,,,,Morello,Angelo,0.808174941,0.899549204,,,FALSE,German,,,German,,,
Miserocchi Felix. 44 E 21st,1898_TrowBusMan,959,1322,1898_TrowBusMan_1322,Restaurants (Marked thus + are oyster saloons.),Restaurant,Miserocchi Felix. 44 E 21st,18,,Miserocchi Felix ,44 E 21st ,44 E 21st,,,Italian,Italian,Italian,Swiss,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,44,E 21st ,E,21st,,,,,MORETTI,S,0.763447105,0.775291964,,,FALSE,German,,,German,,,
Morello Angelo. 4 W 29th,1898_TrowBusMan,959,1342,1898_TrowBusMan_1342,Restaurants (Marked thus + are oyster saloons.),Restaurant,Morello Angelo. 4 W 29th,16,,Morello Angelo ,4 W 29th ,4 W 29th,,,Italian,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,4,W 29th ,W,29th,,,,,Nardiello,Salvadore,0.888381504,0.935771814,,,FALSE,German,,,German,,,
Nardiello Salvadore 29 Prince,1898_TrowBusMan,959,1385,1898_TrowBusMan_1385,Restaurants (Marked thus + are oyster saloons.),Restaurant,Nardiello Salvadore 29 Prince,20,,Nardiello Salvadore ,29 Prince  ,29 Prince,,,Italian,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,29,Prince  ,Prince,,,,,,Pellettieri,Luigi,0.984566954,0.988317301,,,FALSE,German,,,German,,,
+Paolo Antonio. W End av c W 67th,1898_TrowBusMan,960,1452,1898_TrowBusMan_1452,Restaurants (Marked thus + are oyster saloons.),Oyster Saloon,+Paolo Antonio. W End av c W 67th,29,,Paolo Antonio W End av c W ,67th   ,67th,Italian,,,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,Y,67th,  ,,,,,,,Pennachio,Frank,0.716837714,0.729620658,,FALSE,FALSE,German,,,German,,,
"Pellettieri Luigi, 167 Elizabeth",1898_TrowBusMan,960,1466,1898_TrowBusMan_1466,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Pellettieri Luigi, 167 Elizabeth",19,,Pellettieri Luigi ,167 Elizabeth  ,167 Elizabeth,Italian,,,Italian,Italian,Spanish,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,167,Elizabeth  ,Elizabeth,,,,,,Peragallo,Ferdinand,0.487955763,0.52741042,,,FALSE,German,,,German,,,
"Pennachio Frank, 75 Mulberry",1898_TrowBusMan,960,1468,1898_TrowBusMan_1468,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Pennachio Frank, 75 Mulberry",17,,Pennachio Frank ,75 Mulberry  ,75 Mulberry,Italian,,,Italian,Italian,French,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,75,Mulberry  ,Mulberry,,,,,,Pigniuolo,Frank,0.843083483,0.850191069,,,FALSE,German,,,German,,,
"Peragallo Ferdinand, 51 South",1898_TrowBusMan,960,1470,1898_TrowBusMan_1470,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Peragallo Ferdinand, 51 South",21,,Peragallo Ferdinand ,51 South  ,51 South,Italian,,,Italian,Italian,French,Italian,Italian,Southern Europe,m,,m,m,m,m,m,,,N,51,South  ,South,,,,,,Pirro,Salvatore,0.950057948,0.958247268,,,FALSE,German,,,German,,,
Schoenherr Margaret. 343 E 23d,1898_TrowBusMan,961,1668,1898_TrowBusMan_1668,Restaurants (Marked thus + are oyster saloons.),Restaurant,Schoenherr Margaret. 343 E 23d,21,,Schoenherr Margaret ,343 E 23rd ,343 E 23d,German,,,German,Swiss,Irish,undecided,undecided,Western Europe,f,,f,f,f,f,f,,,N,343,E 23rd ,E,23rd,,,,,Schoenherr,Margaret,0.493402011,0.544234868,,,FALSE,"German, Prussian",,,German,,,
MORETTI S. 22 E 21st.,1898_TrowBusMan,959,1343,1898_TrowBusMan_1343,Restaurants (Marked thus + are oyster saloons.),Restaurant,MORETTI S. 22 E 21st.,11,,MORETTI S ,22 E 21st ,22 E 21st.,,,Italian,Italian,Italian,KE,Italian,Italian,Southern Europe,,,,,m,undecided,undecided,,,N,22,E 21st ,E,21st,,,,,Paolo,Antonio,0.925350145,0.936552581,,,FALSE,German,,,German ,,,
"Jochim Frederick, 205 Allen",1898_TrowBusMan,957,983,1898_TrowBusMan_983,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Jochim Frederick, 205 Allen",18,,Jochim Frederick ,205 Allen st  ,205 Allen,German,,,German,Ghana,German,German,German,Western Africa,m,m,,m,m,m,m,,,N,205,Allen st  ,Allen,,,,,,Child,Julius,0.36674811,0.45970268,,0.498974267,Ghana,German,,,German Empire,,,
Messere Samuel. 115 Mulberry,1898_TrowBusMan,959,1285,1898_TrowBusMan_1285,Restaurants (Marked thus + are oyster saloons.),Restaurant,Messere Samuel. 115 Mulberry,16,,Messere Samuel ,115 Mulberry  ,115 Mulberry,,,German,German,Ghana,French,undecided,undecided,Western Africa,m,,m,m,m,m,m,,,N,115,Mulberry  ,Mulberry,,,,,,Goyett,&,0.38337367,0.44468209,,0.419602045,Ghana,German,,,German Empire,,,
"Berkowitz William, 1760. 3d av",1898_TrowBusMan,952,199,1898_TrowBusMan_199,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Berkowitz William, 1760. 3d av",19,,Berkowitz William ,1760 3rd av ,1760. 3d av,Jewish,,German/Austrian,Jewish,German,Irish,undecided,Jewish,Western Europe,m,m,,m,m,m,m,,,N,1760,3rd av ,3rd,av,,,,,Goldberg,Davis,0.421339664,0.452595222,,0.773178219,German,Jewish,,,German Jew,,,
"Finkenstein Julius, 152 W 23d",1898_TrowBusMan,955,643,1898_TrowBusMan_643,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Finkenstein Julius, 152 W 23d",20,,Finkenstein Julius ,152 W 23rd ,152 W 23d,Jewish,,,Jewish,German,Austrian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,152,W 23rd ,W,23rd,,,,,Goldmann,M,0.503813157,0.572041643,,0.495729609,German,Jewish,,,German Jew,,,
"Goldberg Davis, 165 Allen",1898_TrowBusMan,955,755,1898_TrowBusMan_755,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Goldberg Davis, 165 Allen",16,,Goldberg Davis ,165 Allen st  ,165 Allen,Jewish,,,Jewish,German,English,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,165,Allen st  ,Allen,,,,,,Goldstein,Leopold,0.491885525,0.721830918,,0.508383132,German,Jewish,,,German Jew,,,
Goldmann M. 168 Wooster,1898_TrowBusMan,955,760,1898_TrowBusMan_760,Restaurants (Marked thus + are oyster saloons.),Restaurant,Goldmann M. 168 Wooster,12,,Goldmann M ,168 Wooster  ,168 Wooster,Jewish,,,Jewish,German,Jewish,Jewish,Jewish,Western Europe,,,,,m,undecided,undecided,,,N,168,Wooster  ,Wooster,,,,,,Greenbaum,Ludwig,0.628186462,0.867808122,,0.461268453,German,Jewish,,,German Jew,,,
Goldstein Leopold. 140 Forysth,1898_TrowBusMan,955,762,1898_TrowBusMan_762,Restaurants (Marked thus + are oyster saloons.),Restaurant,Goldstein Leopold. 140 Forysth,19,,Goldstein Leopold ,140 Forsyth  ,140 Forysth,Jewish,Jewish,,Jewish,German,Austrian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,140,Forsyth  ,Forysth,,,,,,Greenbaum,Moritz,0.720763443,0.752167652,,0.473945027,German,Jewish,,,German Jew,,,
"Greenbaum Ludwig, 55 W Houston",1898_TrowBusMan,956,778,1898_TrowBusMan_778,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Greenbaum Ludwig, 55 W Houston",18,,Greenbaum Ludwig ,55 W Houston ,55 W Houston,Jewish,,,Jewish,German,Austrian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,55,W Houston ,W,Houston,,,,,Herskowitz,Jos,0.499301978,0.647688095,,0.494432344,German,Jewish,,,German Jew,,,
"Greenbaum Moritz, 354 E Houston",1898_TrowBusMan,956,779,1898_TrowBusMan_779,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Greenbaum Moritz, 354 E Houston",18,,Greenbaum Moritz ,354 E Houston ,354 E Houston,Jewish,,,Jewish,German,Jewish,Jewish,Jewish,Western Europe,m,m,,m,m,m,m,,,N,354,E Houston ,E,Houston,,,,,Jacobs,Max,0.450860566,0.517757728,,0.546466127,German,Jewish,,,German Jew,,,
Herskowitz Jos. H. 364 E Houston,1898_TrowBusMan,956,890,1898_TrowBusMan_890,Restaurants (Marked thus + are oyster saloons.),Restaurant,Herskowitz Jos. H. 364 E Houston,19,,Herskowitz Jos H ,364 E Houston ,364 E Houston,Jewish,,,Jewish,German,Dutch,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,364,E Houston ,E,Houston,,,,,Katz,Berthold,0.583694074,0.785959171,,0.760323013,German,Jewish,,,German Jew,,,
"Jacobs Max, 1919, 3d av",1898_TrowBusMan,957,965,1898_TrowBusMan_965,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Jacobs Max, 1919, 3d av",12,,Jacobs Max ,1919 3rd av ,"1919, 3d av",Jewish,,,Jewish,German,South Africa,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,1919,3rd av ,3rd,av,,,,,Kolb,Richard,0.645227161,0.917786296,,0.48063694,German,Jewish,,,German Jew,,,
Katz Berthold. 286 E Houston,1898_TrowBusMan,957,1012,1898_TrowBusMan_1012,Restaurants (Marked thus + are oyster saloons.),Restaurant,Katz Berthold. 286 E Houston,15,,Katz Berthold ,286 E Houston ,286 E Houston,Jewish,,,Jewish,German,Austrian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,286,E Houston ,E,Houston,,,,,Kolb,Valentine,0.568662471,0.633919316,,0.506344468,German,Jewish,,,German Jew,,,
"Kolb Richard, 164 Pearl",1898_TrowBusMan,957,1066,1898_TrowBusMan_1066,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Kolb Richard, 164 Pearl",14,,Kolb Richard ,164 Pearl  ,164 Pearl,Jewish,,,Jewish,German,Austrian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,164,Pearl  ,Pearl,,,,,,Kolbe,John,0.558148878,0.594500828,,0.819994576,German,Jewish,,,German Jew,,,
Kolb Valentine. 28 E 18th,1898_TrowBusMan,957,1067,1898_TrowBusMan_1067,Restaurants (Marked thus + are oyster saloons.),Restaurant,Kolb Valentine. 28 E 18th,16,,Kolb Valentine ,28 E 18th ,28 E 18th,Jewish,,,Jewish,German,Swiss,undecided,undecided,Western Europe,m,f,,f,f,f,f,,,N,28,E 18th ,E,18th,,,,,Markowitz,Ansel,0.7123087,0.723212488,,0.839182225,German,Jewish,,,German Jew,,,
"Kolbe John, 273 W Bway",1898_TrowBusMan,957,1068,1898_TrowBusMan_1068,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Kolbe John, 273 W Bway",12,,Kolbe John ,273 W Broadway,273 W Bway,Jewish,,,Jewish,German,Liberian,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,273,W Broadway,W,Bway,,,,,Steinberg,Bernhard,0.654130401,0.773645223,,0.652669269,German,Jewish,,,German Jew,,,
"Markowitz Ansel, 67 Eldridge",1898_TrowBusMan,959,1255,1898_TrowBusMan_1255,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Markowitz Ansel, 67 Eldridge",17,,Markowitz Ansel ,67 Eldridge  ,67 Eldridge,,,Jewish,Jewish,German,South Africa,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,67,Eldridge  ,Eldridge,,,,,,Steinberg,Bernhard,0.654130401,0.773645223,,0.458473839,German,Jewish,,,German Jew,,,
"Steinberg Bernhard, 9 & 15 Ann",1898_TrowBusMan,962,1804,1898_TrowBusMan_1804,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Steinberg Bernhard, 9 & 15 Ann",20,,Steinberg Bernhard ,9 Ann  ,9 & 15 Ann,,,"Jewish, German","Jewish, German",German,Austrian,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,9,Ann  ,Ann,,,,,,Tallowitz,Frank,0.853738529,0.861664062,,0.48026797,German,"Jewish, German",,,German Jew,,,
"Steinberg Bernhard, 9 & 15 Ann",1898_TrowBusMan,962,1805,1898_TrowBusMan_1805,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Steinberg Bernhard, 9 & 15 Ann",20,,Steinberg Bernhard ,15 Ann  ,9 & 15 Ann,,,"Jewish, German","Jewish, German",German,Austrian,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,15,Ann  ,Ann,,,,,,Liebstein,Joseph,0.508363913,0.575460534,,0.507747922,German,"Jewish, German",,,German Jew,,,
"Tallowitz Frank, 117, 1st av",1898_TrowBusMan,962,1847,1898_TrowBusMan_1847,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Tallowitz Frank, 117, 1st av",17,,Tallowitz Frank ,117 1st av ,"117, 1st av",,Jewish,,Jewish,German,Irish,undecided,undecided,Western Europe,m,,m,m,m,m,m,,,N,117,1st av ,1st,av,,,,,Neumayer,Ignatz,0.850167453,0.949085637,,0.544742049,German,Jewish,,,German Jew,,,
"Feldmann & Bile, 1529, 2d av",1898_TrowBusMan,955,633,1898_TrowBusMan_633,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Feldmann & Bile, 1529, 2d av",17,,Feldmann & Bile ,1529 2nd av ,"1529, 2d av",Jewish,,,Jewish,German,Swiss,cannot use api,cannot use api,,,,,,m,cannot use api,cannot use api,,,N,1529,2nd av ,2nd,av,,,,,Nord,Anna,0.855366882,0.892984927,,0.905270975,German,Jewish,,,German Jew,,,
"Goldberg Louis, 118 Spring",1898_TrowBusMan,955,756,1898_TrowBusMan_756,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Goldberg Louis, 118 Spring",16,,Goldberg Louis ,118 Spring  ,118 Spring,Jewish,,,Jewish,German,French,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,118,Spring  ,Spring,,,,,,Pione,Victor,0.550821465,0.571445045,,0.55418563,German,Jewish,,,German Jew,,,
Glattstein Joseph H. 171 Mercer,1898_TrowBusMan,955,746,1898_TrowBusMan_746,Restaurants (Marked thus + are oyster saloons.),Restaurant,Glattstein Joseph H. 171 Mercer,21,,Glattstein Joseph H ,171 Mercer  ,171 Mercer,Jewish,,,Jewish,German,Irish,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,171,Mercer  ,Mercer,,,,,,Chatain,John,0.670813121,0.913650327,,0.816172524,German,Jewish,,,German Jew,,,
"Jacoby Martin, 1395, 2d av",1898_TrowBusMan,957,969,1898_TrowBusMan_969,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Jacoby Martin, 1395, 2d av",15,,Jacoby Martin ,1395 2nd av ,"1395, 2d av",Jewish,,,Jewish,German,Irish,undecided,undecided,Western Europe,m,m,,m,m,m,m,,,N,1395,2nd av ,2nd,av,,,,,Carradine,&,0.51529179,0.61940429,,0.496912814,German,Jewish,,,German Jew,,,
"Steinberg Prances, 40 John",1898_TrowBusMan,962,1806,1898_TrowBusMan_1806,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Steinberg Prances, 40 John",19,,Steinberg Prances ,40 John  ,40 John,,,"Jewish, German","Jewish, German",German,South Africa,undecided,undecided,Western Europe,,,,,m,undecided,undecided,,,N,40,John  ,John,,,,,,Scheppara,Charles,0.49061621,0.46222479,error,0.638234647,German,"Jewish, German",,,German Jew,,,
"Lerner Henry, 34 W 13th",1898_TrowBusMan,958,1151,1898_TrowBusMan_1151,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lerner Henry, 34 W 13th",14,,Lerner Henry ,34 W 13th ,34 W 13th,,,"Jewish, German","Jewish, German",Irish,German,undecided,undecided,Northern Europe,m,m,,m,m,m,m,,,N,34,W 13th ,W,13th,,,,,Dull,Daniel,0.49985279,0.4590609,error,0.882824002,Irish,"Jewish, German",,New York/Austrian/German,German Jew,,,
"Lyman Ernest, 395, 4th av",1898_TrowBusMan,958,1204,1898_TrowBusMan_1204,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Lyman Ernest, 395, 4th av",14,,Lyman Ernest ,395 4th av ,"395, 4th av",,,"Jewish, German","Jewish, German",Irish,English,undecided,undecided,Northern Europe,m,,m,m,m,m,m,,,N,395,4th av ,4th,av,,,,,Fleischmann??Û?s,Vienna,0.50639799,0.54747867,,0.802324306,Irish,"Jewish, German",,German,German Jew,,,
"Berse Aaron, 25 Rutgers pl",1898_TrowBusMan,952,207,1898_TrowBusMan_207,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Berse Aaron, 25 Rutgers pl",13,,Berse Aaron ,25 Rutgers pl ,25 Rutgers pl,,,German,German,Jewish,English,undecided,cannot use ipums,Western Asia,m,m,,m,m,m,m,,,N,25,Rutgers pl ,Rutgers,pl,,,,,Eckstein,Victor,0.483865528,0.534419001,,0.482921321,Jewish,German,,,German Jew,,,
"Citrenbaum Morris, 137 Delancey",1898_TrowBusMan,953,391,1898_TrowBusMan_391,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Citrenbaum Morris, 137 Delancey",19,,Citrenbaum Morris ,137 Delancey  ,137 Delancey,German,,Russian,German,Jewish,Irish,undecided,undecided,Western Asia,m,m,,m,m,m,m,https://www.ancestrylibrary.com/interactive/1629/31194_120876-05198?pid=5966813&backurl=https://search.ancestrylibrary.com/cgi-bin/sse.dll?_phsrc%3Dpih444%26_phstart%3DsuccessSource%26usePUBJs%3Dtrue%26qh%3D6SysEF0VqWul2Y17DMM9nQ%253D%253D%26gss%3Dangs-c%26new%3D1%26rank%3D1%26msT%3D1%26gsfn%3Dmorris%26gsfn_x%3D0%26gsln%3Dcitrenbaum%26gsln_x%3D0%26MSAV%3D1%26uidh%3Dqh4%26pcat%3D40%26h%3D5966813%26dbid%3D1629%26indiv%3D1%26ml_rpos%3D1&treeid=&personid=&hintid=&usePUB=true&_phsrc=pih444&_phstart=successSource&usePUBJs=true,1883,N,137,Delancey  ,Delancey,,,,,,Eichhorn,Gaza,0.505939355,0.652550977,,0.49419493,Jewish,German,,,German Jew,,,
"Eckstein Victor, 62 E 4th",1898_TrowBusMan,954,575,1898_TrowBusMan_575,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Eckstein Victor, 62 E 4th",17,,Eckstein Victor ,62 E 4th ,62 E 4th,German,,,German,Jewish,German,German,German,Western Asia,m,m,,m,m,m,m,,,N,62,E 4th ,E,4th,,,,,Eppenstein,Ida,0.682135771,0.721644373,,0.773653893,Jewish,German,,,German Jew,,,
Eichhorn Gaza. 36 Clinton pl,1898_TrowBusMan,954,583,1898_TrowBusMan_583,Restaurants (Marked thus + are oyster saloons.),Restaurant,Eichhorn Gaza. 36 Clinton pl,15,,Eichhorn Gaza ,36 Clinton pl ,36 Clinton pl,German,Jewish,,German,Jewish,German,German,German,Western Asia,f,f,,f,m,undecided,m,,,N,36,Clinton pl ,Clinton,pl,,,,,Guttman,Adolph,0.451449798,0.57276001,,0.474952915,Jewish,German,,,German Jew,,,
"Eppenstein Ida, 55 New",1898_TrowBusMan,954,604,1898_TrowBusMan_604,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Eppenstein Ida, 55 New",16,,Eppenstein Ida ,55 New  ,55 New,German,,,German,Jewish,Swiss,undecided,undecided,Western Asia,f,f,,f,f,f,f,,,N,55,New  ,New,,,,,,Hermann,Israel,0.482921321,0.57718225,,0.421757166,Jewish,German,,,German Jew,,,
"Guttman Adolph, 376 E Houston",1898_TrowBusMan,956,813,1898_TrowBusMan_813,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Guttman Adolph, 376 E Houston",16,,Guttman Adolph ,376 E Houston ,376 E Houston,German,,,German,Jewish,German,German,German,Western Asia,m,m,,m,m,m,m,,,N,376,E Houston ,E,Houston,,,,,Rosenberg,Gerson,0.49419493,0.573710067,,0.507543574,Jewish,German,,,German Jew,,,
"Hermann Israel, 93 Allen",1898_TrowBusMan,956,880,1898_TrowBusMan_880,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Hermann Israel, 93 Allen",16,,Hermann Israel ,93 Allen st  ,93 Allen,German,Jewish,,German,Jewish,German,German,German,Western Asia,m,m,,m,m,m,m,,,N,93,Allen st  ,Allen,,,,,,Schneir,Solomon,0.773653893,0.7836905,,0.478386168,Jewish,German,,,German Jew,,,
"Rosenberg Gerson, 68 Orchard",1898_TrowBusMan,961,1596,1898_TrowBusMan_1596,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Rosenberg Gerson, 68 Orchard",18,,Rosenberg Gerson ,68 Orchard  ,68 Orchard,German,,,German,Jewish,German,German,German,Western Asia,m,,m,m,m,m,m,,,N,68,Orchard  ,Orchard,,,,,,Shanzer,Samuel,0.474952915,0.525533943,,0.507562577,Jewish,German,,,German Jew,,,
"Schneir Solomon, 232 Wooster",1898_TrowBusMan,961,1665,1898_TrowBusMan_1665,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Schneir Solomon, 232 Wooster",17,,Schneir Solomon ,232 Wooster  ,232 Wooster,German,,,German,Jewish,Ethiopian,undecided,undecided,Western Asia,m,,m,m,m,m,m,,,N,232,Wooster  ,Wooster,,,,,,Tuch,Fanny,0.421757166,0.446482359,,0.776137126,Jewish,German,,,German Jew,,,
"Shanzer Samuel, 221 Greene",1898_TrowBusMan,962,1718,1898_TrowBusMan_1718,Restaurants (Marked thus + are oyster saloons.),Restaurant,"Shanzer Samuel, 221 Greene",16,,Shanzer Samuel ,221 Greene  ,221 Greene,German,,,German,Jewish,Irish,undecided,undecided,Western Asia,m,,m,m,m,m,m,,,N,221,Greene  ,Greene,,,,,,Ungar,Samuel,0.507543574,0.634456329,,0.478097891,Jewish,German,,,German Jew,,,
